City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,khamis mushait,18.3064,42.7292,66.81,52,0,0.0,SA,1725149101
365,juneau,58.3019,-134.4197,58.41,100,100,4.9,US,1725149004
366,argostolion,38.1811,20.489,74.75,55,14,2.93,GR,1725149103
367,xinyuan,37.3,99.0,52.99,96,100,3.18,CN,1725149104
368,labytnangi,66.6572,66.4183,39.9,75,71,6.02,RU,1725149106
369,mulayjah,27.271,48.4242,87.75,19,0,7.27,SA,1725149107
370,katsuura,35.1333,140.3,81.77,89,99,19.44,JP,1725149108
371,bintulu,3.1667,113.0333,73.81,100,40,3.44,MY,1725149109
372,saint-joseph,-21.3667,55.6167,66.58,78,60,11.18,RE,1725149111
373,tuytepa,41.0321,69.3625,68.34,32,0,4.12,UZ,1725149112
374,senanga,-16.1167,23.2667,64.94,46,17,7.65,ZM,1725149113
375,nchelenge,-9.3451,28.734,72.59,55,71,6.17,ZM,1725149115
376,nabire,-3.3667,135.4833,79.03,88,81,1.99,ID,1725149116
377,piranhas,-16.4269,-51.8222,79.11,22,0,3.91,BR,1725149111
378,shelbyville,35.4834,-86.4603,74.03,41,40,5.75,US,1725148982
379,keflavik,64.0049,-22.5624,52.23,93,100,29.93,IS,1725148882
380,mawlaik,23.6333,94.4167,75.87,97,100,1.03,MM,1725149120
381,sayat,38.7839,63.8803,74.37,21,0,12.95,TM,1725149122
382,isangel,-19.55,169.2667,80.71,61,75,6.91,VU,1725149123
383,amga,60.8953,131.9608,52.34,70,23,4.52,RU,1725149124
384,statesville,35.7826,-80.8873,81.95,85,40,0.0,US,1725149126
385,kingston,17.997,-76.7936,86.95,66,20,11.5,JM,1725149115
386,embi,48.8264,58.1442,60.03,52,0,7.78,KZ,1725149129
387,miranda,3.2499,-76.2281,71.08,83,50,5.73,CO,1725149130
388,paranaiba,-19.6772,-51.1908,79.21,18,28,5.26,BR,1725149131
389,lodja,-3.4833,23.4333,68.85,96,100,0.54,CD,1725149132
390,tobruk,32.0836,23.9764,80.2,71,0,9.35,LY,1725149133
391,soledad de doblado,19.05,-96.4167,87.04,90,55,4.56,MX,1725149134
392,saldanha,-33.0117,17.9442,55.45,83,0,8.12,ZA,1725149135
393,welshpool,52.6597,-3.1471,61.14,82,98,9.31,GB,1725149137
394,uddevalla,58.3478,11.9424,49.24,90,4,2.95,SE,1725149138
395,tinajo,29.0788,-13.7081,70.68,73,40,9.22,ES,1725149139
396,rampur,28.8167,79.0333,80.89,85,13,3.67,IN,1725149141
397,lang suan,9.9456,99.0785,78.76,84,91,4.25,TH,1725149142
398,aswan,24.0934,32.907,92.5,19,0,8.05,EG,1725149144
399,anzio,41.4853,12.6179,82.45,65,88,2.1,IT,1725149145
400,sao joao do piaui,-8.3581,-42.2467,79.07,49,12,6.6,BR,1725148848
401,betioky,-23.7167,44.3833,62.65,73,25,11.65,MG,1725149147
402,haikou,20.0458,110.3417,78.93,100,0,2.24,CN,1725149148
403,lubang,13.8584,120.124,83.46,76,100,5.48,PH,1725149149
404,fortuna,40.5982,-124.1573,65.93,79,0,13.8,US,1725149150
405,kavieng,-2.5744,150.7967,83.16,73,98,8.7,PG,1725149152
406,arkhangel'sk,64.5401,40.5433,62.71,82,40,4.47,RU,1725149153
407,bandon,51.7469,-8.7425,56.79,96,52,5.46,IE,1725149154
408,sovetskaya gavan',48.9723,140.2878,64.58,68,93,9.98,RU,1725149155
409,opuwo,-18.0607,13.84,70.41,22,38,9.15,NA,1725149156
410,broken hill,-31.95,141.4333,63.68,30,0,16.73,AU,1725149157
411,adis zemen,12.1167,37.7833,58.24,92,100,3.83,ET,1725149158
412,la alianza,18.3974,-66.6024,78.87,95,30,9.26,PR,1725149159
413,bardai,11.65,7.2333,69.85,94,98,10.45,NG,1725149161
414,mana,5.6592,-53.7767,80.74,83,95,11.52,GF,1725149162
415,plainview,40.7765,-73.4673,73.78,84,0,6.91,US,1725149163
416,taltal,-25.4,-70.4833,58.14,76,35,3.33,CL,1725148932
417,moyale,3.5167,39.0584,66.15,87,93,14.63,KE,1725149165
418,muleba,-1.8397,31.6544,68.5,51,54,3.06,TZ,1725149166
419,marsa alam,25.0757,34.8918,88.0,39,10,11.86,EG,1725149167
420,parabel',58.6978,81.4825,46.53,95,100,8.14,RU,1725149103
421,nueva loja,0.0847,-76.8828,78.66,58,15,0.72,EC,1725149169
422,nuuk,64.1835,-51.7216,36.21,87,4,8.05,GL,1725148938
423,strezhevoy,60.7333,77.5889,42.64,81,99,8.95,RU,1725149094
424,pisco,-13.7,-76.2167,62.65,77,100,4.61,PE,1725149173
425,kuta,-8.7233,115.1723,76.95,100,40,3.44,ID,1725149118
426,bodo,67.28,14.405,55.44,77,100,13.8,NO,1725149175
427,antofagasta,-23.65,-70.4,56.48,86,31,4.47,CL,1725148932
428,minas de marcona,-15.2119,-75.1103,51.53,84,0,11.95,PE,1725149177
429,monze,-16.2833,27.4833,63.41,66,18,9.15,ZM,1725149178
430,ad dilam,23.9915,47.1627,86.86,17,15,4.88,SA,1725149180
431,san luis de la loma,17.2706,-100.8939,84.74,75,53,7.29,MX,1725149182
432,lepsy,46.235,78.9456,64.38,64,7,8.23,KZ,1725149183
433,saint-felix-de-valois,46.1668,-73.4324,65.05,98,89,4.52,CA,1725148998
434,katabu,-4.9333,122.5167,82.02,63,70,6.26,ID,1725149185
435,igbara-odo,7.5025,5.0626,69.76,99,87,3.65,NG,1725149186
436,sittwe,20.15,92.9,79.59,87,96,9.64,MM,1725149188
437,vrangel',42.7297,133.0839,71.2,78,14,2.75,RU,1725149189
438,al ghayzah,16.2079,52.176,76.03,93,97,11.5,YE,1725149190
439,gadzhiyevo,69.2551,33.3362,50.34,86,100,4.16,RU,1725149191
440,la romana,18.4273,-68.9728,84.56,79,40,9.22,DO,1725149192
441,papao,-17.75,-149.55,82.08,82,92,33.98,PF,1725149193
442,nueva esperanza,15.2667,-87.6,78.57,94,51,3.53,HN,1725149195
443,kailua-kona,19.6406,-155.9956,87.76,80,0,16.11,US,1725149196
444,beberibe,-4.1797,-38.1306,77.52,74,31,12.24,BR,1725149197
445,santarem,-2.4431,-54.7083,82.53,83,0,3.44,BR,1725149198
446,strathmore,51.0501,-113.3852,73.53,40,2,11.5,CA,1725149199
447,labrador city,52.9463,-66.9114,64.31,77,75,8.05,CA,1725149200
448,kalmar,56.6616,16.3616,55.96,87,10,4.61,SE,1725149201
449,illizi,26.4833,8.4667,91.42,24,5,7.34,DZ,1725149202
450,tindouf,27.6711,-8.1474,84.97,25,0,9.75,DZ,1725149204
451,berezovyy,51.6667,135.7,64.13,61,14,7.2,RU,1725149205
452,queenstown,-31.8976,26.8753,55.58,46,21,6.6,ZA,1725149206
453,choibalsan,48.0667,114.5,55.72,69,71,9.98,MN,1725149207
454,akureyri,65.6835,-18.0878,58.77,82,71,12.44,IS,1725149208
455,kirkwall,58.9848,-2.9587,53.96,94,75,12.66,GB,1725149209
456,taesal-li,36.9714,126.4542,75.96,76,58,4.74,KR,1725149210
457,todos santos,23.45,-110.2167,84.43,76,13,6.98,MX,1725149211
458,egilsstadir,65.2653,-14.3948,54.19,96,77,9.26,IS,1725149213
459,mossel bay,-34.1831,22.146,57.11,80,0,15.93,ZA,1725149214
460,chester,40.1254,-75.8749,74.16,90,40,1.01,US,1725149215
461,lerwick,60.1545,-1.1494,53.29,88,64,11.12,GB,1725149216
462,robore,-18.3333,-59.75,77.72,39,82,4.92,BO,1725149217
463,copiapo,-27.3667,-70.3333,58.98,45,0,1.25,CL,1725149218
464,gargalianoi,37.0667,21.6333,72.3,75,2,3.74,GR,1725149219
465,floro,61.5996,5.0328,48.16,100,99,6.91,NO,1725149221
466,rawson,-43.3002,-65.1023,53.89,54,0,2.3,AR,1725149222
467,laguna,38.421,-121.4238,97.47,30,0,8.05,US,1725149223
468,taoudenni,22.6783,-3.9836,98.38,10,64,12.06,ML,1725149224
469,sarikei,2.1167,111.5167,75.61,96,100,0.92,MY,1725149225
470,chabahar,25.2919,60.643,83.95,70,99,2.1,IR,1725149226
471,carutapera,-1.195,-46.02,78.01,79,46,7.54,BR,1725149227
472,belyy yar,53.6039,91.3903,57.09,100,40,2.24,RU,1725149228
473,northam,51.0333,-4.2167,62.62,83,85,11.41,GB,1725149230
474,smolensk,55.0,33.0,70.36,41,100,4.59,RU,1725149231
475,guerrero negro,27.9769,-114.0611,72.07,69,0,18.72,MX,1725149232
476,metlili chaamba,32.2667,3.6333,87.22,30,1,7.83,DZ,1725149234
477,chonchi,-42.6128,-73.8092,49.12,78,100,6.35,CL,1725148949
478,tangshan,39.6333,118.1833,73.87,87,89,4.81,CN,1725149237
479,sorong,-0.8833,131.25,75.97,91,100,8.88,ID,1725149238
480,mata-utu,-13.2816,-176.1745,79.47,80,47,22.68,WF,1725149159
481,kushiro,42.975,144.3747,72.55,73,40,12.66,JP,1725149059
482,ringkobing,56.0901,8.244,51.78,87,31,4.61,DK,1725149241
483,dunedin,-45.8742,170.5036,56.7,58,11,6.04,NZ,1725149242
484,porto novo,6.4965,2.6036,76.82,91,56,5.7,BJ,1725149096
485,parkes,-33.1333,148.1833,60.37,44,0,10.96,AU,1725149245
486,esquel,-42.9,-71.3167,44.22,82,100,7.76,AR,1725148990
487,salinera colan,-5.0333,-81.0667,64.89,78,19,16.33,PE,1725149247
488,talcahuano,-36.7167,-73.1167,51.48,87,0,1.14,CL,1725149248
489,sint michiel liber,12.15,-68.9833,85.69,89,20,10.36,CW,1725149249
490,oppdal,62.5943,9.6912,47.16,93,82,0.45,NO,1725149250
491,bentonville,36.3728,-94.2088,78.8,88,0,0.0,US,1725149175
492,pangody,65.85,74.4859,37.67,85,100,8.1,RU,1725149252
493,ondjiva,-17.0667,15.7333,70.3,30,59,7.94,AO,1725149254
494,nar'yan-mar,67.6713,53.087,55.29,94,100,12.93,RU,1725149255
495,zeya,53.75,127.2667,61.23,50,8,8.3,RU,1725149256
496,maitum,6.0392,124.4986,81.55,73,99,1.66,PH,1725149257
497,palangkaraya,-2.2,113.8333,77.52,89,92,1.25,ID,1725149258
498,yanbu,24.0891,38.0637,89.64,58,0,6.91,SA,1725149259
499,bikenibeu village,1.3673,173.1241,89.56,66,75,23.02,KI,1725149260
500,arawa,-6.2132,155.5367,85.66,70,100,5.03,PG,1725149262
501,jalai nur,49.45,117.7,56.44,71,62,14.47,CN,1725149263
502,dudinka,69.4058,86.1778,39.04,89,100,13.6,RU,1725148973
503,solnechnyy,50.7214,136.6319,65.25,51,48,8.05,RU,1725149265
504,acarau,-2.8856,-40.12,76.41,80,51,12.03,BR,1725149266
505,alotau,-10.3069,150.4462,81.5,77,100,8.08,PG,1725149267
506,altamira,-3.2033,-52.2064,80.56,38,42,1.21,BR,1725149268
507,ahlat,38.7518,42.4814,64.08,44,6,1.43,TR,1725149269
508,korsakov,46.6328,142.7813,71.44,72,52,14.25,RU,1725149270
509,yakeshi,49.2833,120.7333,52.21,88,89,9.62,CN,1725149272
510,tan-tan,28.438,-11.1032,68.31,87,91,14.92,MA,1725149273
511,bozeman,45.6796,-111.0386,86.49,16,0,4.61,US,1725149274
512,colac,-38.3333,143.5833,53.56,87,100,20.04,AU,1725149275
513,karmaskaly,54.3709,56.1837,39.11,91,2,5.21,RU,1725149276
514,kolokani,13.5728,-8.0339,73.89,93,84,8.57,ML,1725149277
515,hammerfest,70.6634,23.6821,54.05,82,100,21.85,NO,1725149278
516,obo,5.3998,26.4869,67.3,99,100,3.04,CF,1725149280
517,lucea,18.451,-78.1736,78.85,79,88,5.99,JM,1725149281
518,dampit,-8.2116,112.7493,73.71,82,81,3.76,ID,1725149282
519,matoury,4.8483,-52.3317,82.36,83,0,4.61,GF,1725149284
520,bangolo,7.0069,-7.475,70.92,99,98,2.91,CI,1725149285
521,ghanzi,-21.5667,21.7833,55.58,66,0,12.53,BW,1725149286
522,kristiansund,63.1115,7.732,49.12,93,89,2.3,NO,1725149288
523,lompoc,34.6391,-120.4579,71.53,69,0,11.5,US,1725149289
524,balsas,-7.5325,-46.0356,80.15,28,43,4.76,BR,1725149290
525,cooper's town,26.8667,-77.5167,83.89,63,100,12.39,BS,1725149291
526,at taj,24.2049,23.2857,89.98,28,85,19.51,LY,1725149292
527,sydney,-33.8679,151.2073,74.1,33,0,9.22,AU,1725149026
528,namdrik,5.5994,168.1028,84.04,79,98,20.62,MH,1725149294
529,evinayong,1.4368,10.5512,67.39,99,87,2.35,GQ,1725149295
530,hartsville,34.374,-80.0734,82.78,75,40,3.44,US,1725149296
531,rundu,-17.9333,19.7667,66.34,39,5,7.94,NA,1725149298
532,meadow lake,34.8014,-106.5436,82.78,34,52,10.04,US,1725149299
533,al kharijah,25.4514,30.5464,86.56,24,1,8.12,EG,1725149300
534,gamboma,-1.8764,15.8644,74.59,82,94,1.07,CG,1725149301
535,fisterra,42.9049,-9.2629,65.1,89,89,8.14,ES,1725149302
536,tejen,37.3834,60.5054,74.79,20,0,8.12,TM,1725149304
537,aibak,36.2647,68.0155,67.23,34,61,2.26,AF,1725149305
538,tamanrasset,22.785,5.5228,76.91,65,0,10.36,DZ,1725149306
539,riosucio,5.4216,-75.7032,63.79,94,93,2.66,CO,1725149307
540,huillapima,-28.7253,-65.9787,55.06,56,0,3.24,AR,1725149308
541,okha,53.5739,142.9478,55.98,95,100,30.91,RU,1725149309
542,lazaro cardenas,17.9583,-102.2,85.5,72,71,8.1,MX,1725149310
543,patong,7.8961,98.2966,86.02,79,100,8.68,TH,1725149311
544,yazman,29.1212,71.7446,87.71,59,0,7.92,PK,1725149313
545,loango,-4.6719,11.8312,69.46,94,100,3.44,CG,1725149314
546,essaouira,31.5125,-9.77,68.61,92,4,21.61,MA,1725149315
547,bugarama,-2.8706,30.5281,64.62,45,63,2.21,TZ,1725149316
548,zemio,5.0314,25.1361,66.92,99,100,1.54,CF,1725149317
549,boa vista,2.8197,-60.6733,79.39,77,63,4.16,BR,1725149318
550,friedrichroda,50.8575,10.5651,60.33,82,22,5.7,DE,1725149319
551,hobyo,5.3505,48.5268,76.84,80,92,24.54,SO,1725149320
552,ponta delgada,37.7333,-25.6667,75.92,88,20,8.05,PT,1725149322
553,ivdel',60.6911,60.4206,40.48,84,47,2.89,RU,1725149323
554,selfoss,63.9331,-20.9971,54.05,97,100,19.06,IS,1725149325
555,la rioja,42.25,-2.5,56.98,93,86,4.16,ES,1725149326
556,kuching,1.55,110.3333,80.98,96,20,1.14,MY,1725149297
557,kralendijk,12.15,-68.2667,85.98,74,0,16.11,BQ,1725149328
558,victoria,22.2855,114.1577,86.97,85,59,1.01,HK,1725149114
559,murghob,38.1702,73.9667,47.28,65,89,0.87,TJ,1725149331
560,cumnock,55.4544,-4.2664,50.59,94,25,6.85,GB,1725149332
561,castillos,-34.1667,-53.8333,56.57,99,100,7.76,UY,1725149333
562,padangsidempuan,1.3667,99.2667,72.28,96,100,2.04,ID,1725149334
563,cam ranh,11.9214,109.1591,82.36,74,40,3.44,VN,1725149335
564,kattanam,9.1762,76.5649,75.6,92,100,5.77,IN,1725149336
565,elkins,38.9259,-79.8467,68.92,97,20,3.44,US,1725149248
566,cova figueira,14.8905,-24.2934,69.91,88,97,6.44,CV,1725149339
567,itoman,26.1247,127.6694,86.4,71,20,9.22,JP,1725149340
568,brandon,27.9378,-82.2859,86.99,76,0,5.75,US,1725149341
569,port pirie,-33.1833,138.0167,61.02,54,0,15.59,AU,1725149342
